Rk,Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 15,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 20,eFG%.1,TOV%.1,DRB%,FT/FGA.1
2.0,New Orleans Hornets,26.7,7.0,5.0,0.583,8.0,4.0,111.5,107.3,4.2,86.6,0.25,0.173,0.537,,0.499,8.9,24.2,0.193,,0.483,12.3,73.2,0.235
3.0,Detroit Pistons,28.8,10.0,7.0,0.588,10.0,7.0,108.0,105.2,2.8,84.7,0.32,0.179,0.538,,0.485,13.2,27.7,0.257,,0.478,14.7,68.7,0.275
4.0,Cleveland Cavaliers,27.1,7.0,6.0,0.538,8.0,5.0,104.6,102.1,2.5,85.9,0.395,0.262,0.517,,0.465,13.7,29.1,0.285,,0.46,13.4,75.2,0.285
5.0,Los Angeles Lakers,27.4,14.0,7.0,0.667,12.0,9.0,110.0,107.6,2.4,92.7,0.371,0.241,0.56,,0.512,12.7,22.2,0.279,,0.477,12.3,71.1,0.255
6.0,Orlando Magic,26.4,5.0,5.0,0.5,6.0,4.0,111.0,109.2,1.8,87.5,0.322,0.336,0.564,,0.529,14.4,29.0,0.229,,0.464,8.9,75.0,0.226
7.0,Utah Jazz,25.4,6.0,6.0,0.5,6.0,6.0,110.1,110.4,-0.3,89.1,0.33,0.204,0.528,,0.481,12.1,33.4,0.247,,0.49,12.2,73.7,0.314
8.0,San Antonio Spurs,31.6,9.0,8.0,0.529,8.0,9.0,103.9,104.8,-0.9,89.5,0.261,0.252,0.529,,0.493,12.6,21.4,0.194,,0.486,10.8,77.6,0.197
9.0,Phoenix Suns,29.4,1.0,4.0,0.2,2.0,3.0,104.1,106.1,-2.0,92.6,0.369,0.18,0.524,,0.492,11.5,21.9,0.235,,0.493,11.9,76.3,0.216
10.0,Houston Rockets,29.0,2.0,4.0,0.333,2.0,4.0,103.8,106.7,-2.9,84.8,0.333,0.254,0.488,,0.446,10.7,29.8,0.227,,0.482,12.4,69.3,0.231
11.0,Washington Wizards,27.7,2.0,4.0,0.333,2.0,4.0,104.9,108.7,-3.8,87.9,0.386,0.262,0.524,,0.466,12.3,23.4,0.295,,0.485,13.2,67.8,0.265
12.0,Toronto Raptors,26.2,1.0,4.0,0.2,2.0,3.0,110.1,115.2,-5.1,90.3,0.224,0.28,0.528,,0.484,9.6,23.1,0.194,,0.533,13.3,69.7,0.26
13.0,Philadelphia 76ers,25.0,2.0,4.0,0.333,2.0,4.0,99.8,107.9,-8.1,86.0,0.402,0.105,0.488,,0.43,14.4,33.9,0.29,,0.523,17.0,67.0,0.188
14.0,Dallas Mavericks,29.6,1.0,4.0,0.2,1.0,4.0,108.0,118.2,-10.2,87.0,0.381,0.264,0.511,,0.447,11.2,31.7,0.299,,0.527,8.4,75.5,0.206
15.0,Denver Nuggets,27.9,0.0,4.0,0.0,1.0,3.0,104.3,117.9,-13.6,97.4,0.328,0.203,0.501,,0.452,12.5,34.6,0.243,,0.536,10.7,74.1,0.24
16.0,Atlanta Hawks,23.8,3.0,4.0,0.429,1.0,6.0,101.6,115.6,-14.0,85.8,0.441,0.174,0.512,,0.439,15.7,30.5,0.345,,0.503,10.4,67.3,0.206
,League Average,27.9,,,,5.0,5.0,107.4,107.4,,88.0,0.337,0.226,0.532,,0.484,12.6,27.2,0.254,,0.484,12.6,72.8,0.254
1.0,Cleveland Cavaliers,27.2,10.0,4.0,0.714,11.0,3.0,112.6,102.7,9.9,86.1,0.383,0.263,0.556,,0.507,12.3,27.6,0.284,,0.48,12.5,78.3,0.23
2.0,Denver Nuggets,27.8,10.0,6.0,0.625,12.0,4.0,116.8,107.5,9.3,92.4,0.426,0.269,0.579,,0.526,11.5,26.4,0.324,,0.493,14.8,74.7,0.326
3.0,Los Angeles Lakers,27.3,16.0,7.0,0.696,17.0,6.0,111.4,103.5,7.9,91.1,0.342,0.229,0.553,,0.508,12.3,27.1,0.255,,0.471,13.7,73.8,0.27
4.0,Orlando Magic,27.3,13.0,11.0,0.542,14.0,10.0,107.3,105.3,2.0,89.2,0.36,0.309,0.555,,0.513,13.1,21.6,0.26,,0.488,12.7,77.2,0.232
5.0,Miami Heat,25.6,3.0,4.0,0.429,4.0,3.0,106.7,105.6,1.1,82.6,0.324,0.287,0.554,,0.501,14.4,25.2,0.265,,0.464,12.5,73.1,0.261
6.0,Boston Celtics,27.4,7.0,7.0,0.5,7.0,7.0,106.3,106.3,0.0,91.4,0.309,0.222,0.535,,0.485,12.5,25.1,0.245,,0.493,13.3,77.8,0.265
7.0,Dallas Mavericks,29.1,5.0,5.0,0.5,5.0,5.0,113.0,114.0,-1.0,89.9,0.375,0.272,0.576,,0.518,12.8,24.7,0.305,,0.525,11.0,77.4,0.271
8.0,Houston Rockets,26.9,7.0,6.0,0.538,6.0,7.0,104.7,106.4,-1.7,87.4,0.288,0.265,0.533,,0.49,14.2,24.8,0.221,,0.487,11.6,73.7,0.21
9.0,Chicago Bulls,25.5,3.0,4.0,0.429,3.0,4.0,105.9,110.1,-4.2,92.6,0.343,0.221,0.54,,0.483,13.9,24.3,0.277,,0.495,11.6,73.2,0.243
10.0,Portland Trail Blazers,24.5,2.0,4.0,0.333,2.0,4.0,103.9,110.2,-6.3,83.9,0.264,0.19,0.524,,0.484,12.0,23.7,0.201,,0.517,12.8,76.1,0.222
11.0,San Antonio Spurs,30.6,1.0,4.0,0.2,1.0,4.0,105.4,112.4,-7.0,85.7,0.269,0.23,0.528,,0.495,11.4,21.3,0.191,,0.516,12.1,76.6,0.274
12.0,Atlanta Hawks,26.2,4.0,7.0,0.364,3.0,8.0,102.0,110.6,-8.6,82.4,0.323,0.238,0.499,,0.45,12.6,26.1,0.241,,0.514,14.4,69.8,0.263
13.0,Philadelphia 76ers,26.6,2.0,4.0,0.333,1.0,5.0,100.5,109.2,-8.7,88.0,0.276,0.211,0.526,,0.492,14.9,21.3,0.196,,0.514,12.9,74.2,0.237
14.0,Utah Jazz,25.6,1.0,4.0,0.2,1.0,4.0,104.2,114.1,-9.9,93.4,0.373,0.18,0.517,,0.463,13.4,30.4,0.277,,0.546,14.6,73.5,0.271
15.0,Detroit Pistons,28.3,0.0,4.0,0.0,0.0,4.0,93.6,112.2,-18.6,83.3,0.188,0.159,0.468,,0.429,11.9,19.7,0.156,,0.498,11.7,73.2,0.349
16.0,New Orleans Hornets,28.3,1.0,4.0,0.2,0.0,5.0,93.7,120.7,-27.0,89.8,0.399,0.262,0.51,,0.439,18.2,22.4,0.322,,0.563,12.3,73.5,0.29
,League Average,27.2,,,,5.0,5.0,107.7,107.7,,88.7,0.341,0.249,0.544,,0.496,13.0,24.9,0.259,,0.496,13.0,75.1,0.259
1.0,Orlando Magic,28.0,10.0,4.0,0.714,11.0,3.0,110.8,100.9,9.9,86.5,0.426,0.38,0.574,,0.533,14.0,24.8,0.299,,0.458,13.6,77.3,0.269
2.0,Phoenix Suns,28.9,10.0,6.0,0.625,10.0,6.0,117.8,112.7,5.1,90.9,0.353,0.307,0.582,,0.536,12.0,27.4,0.273,,0.512,11.1,72.6,0.242
3.0,Los Angeles Lakers,29.0,16.0,7.0,0.696,15.0,8.0,112.8,108.6,4.2,89.6,0.32,0.255,0.546,,0.502,11.9,30.9,0.241,,0.475,12.0,72.4,0.277
4.0,Boston Celtics,29.4,15.0,9.0,0.625,14.0,10.0,104.8,101.7,3.1,89.2,0.341,0.211,0.539,,0.491,13.8,23.1,0.258,,0.473,15.2,74.6,0.285
5.0,Cleveland Cavaliers,29.2,6.0,5.0,0.545,6.0,5.0,108.2,106.8,1.4,92.6,0.42,0.277,0.568,,0.517,14.5,22.1,0.311,,0.481,11.0,75.7,0.24
6.0,Dallas Mavericks,31.2,2.0,4.0,0.333,3.0,3.0,105.1,105.6,-0.5,88.4,0.294,0.244,0.518,,0.468,12.7,28.1,0.233,,0.486,12.3,74.0,0.224
7.0,Denver Nuggets,27.5,2.0,4.0,0.333,3.0,3.0,113.9,115.1,-1.2,96.0,0.469,0.231,0.577,,0.517,12.6,25.8,0.359,,0.548,13.5,76.9,0.357
8.0,Oklahoma City Thunder,22.9,2.0,4.0,0.333,3.0,3.0,103.6,105.4,-1.8,90.6,0.412,0.236,0.506,,0.426,11.9,26.7,0.344,,0.488,12.4,73.6,0.196
9.0,Utah Jazz,24.8,4.0,6.0,0.4,4.0,6.0,114.0,116.4,-2.4,93.9,0.421,0.219,0.568,,0.52,12.3,26.5,0.307,,0.522,12.1,71.0,0.327
10.0,San Antonio Spurs,29.1,4.0,6.0,0.4,4.0,6.0,105.7,109.4,-3.7,90.9,0.339,0.181,0.533,,0.494,12.3,24.0,0.236,,0.499,12.7,73.6,0.245
11.0,Milwaukee Bucks,27.8,3.0,4.0,0.429,3.0,4.0,105.0,109.3,-4.3,85.7,0.25,0.268,0.51,,0.465,12.3,27.9,0.201,,0.482,11.9,66.9,0.201
12.0,Atlanta Hawks,26.3,4.0,7.0,0.364,3.0,8.0,104.3,112.2,-7.9,85.8,0.276,0.171,0.501,,0.453,11.6,29.8,0.217,,0.515,12.3,72.4,0.224
13.0,Miami Heat,27.0,1.0,4.0,0.2,1.0,4.0,96.2,105.2,-9.0,91.1,0.241,0.236,0.513,,0.479,17.3,22.6,0.176,,0.523,15.6,79.2,0.266
14.0,Chicago Bulls,25.6,1.0,4.0,0.2,1.0,4.0,105.0,115.0,-10.0,92.4,0.265,0.125,0.504,,0.457,9.4,25.0,0.211,,0.558,13.2,77.0,0.249
15.0,Charlotte Bobcats,27.6,0.0,4.0,0.0,1.0,3.0,100.2,111.0,-10.8,85.4,0.362,0.241,0.523,,0.477,15.9,23.0,0.259,,0.522,13.3,75.2,0.335
16.0,Portland Trail Blazers,26.6,2.0,4.0,0.333,1.0,5.0,106.5,118.3,-11.8,87.3,0.364,0.217,0.522,,0.471,11.0,26.5,0.269,,0.536,12.4,71.0,0.247
,League Average,28.0,,,,5.0,5.0,108.6,108.6,,89.7,0.349,0.244,0.543,,0.496,12.8,26.3,0.262,,0.496,12.8,73.7,0.262
1.0,Dallas Mavericks,31.6,16.0,5.0,0.762,15.0,6.0,112.9,106.3,6.6,86.6,0.339,0.297,0.571,,0.519,13.0,25.1,0.274,,0.482,13.5,71.7,0.245
2.0,Chicago Bulls,26.0,9.0,7.0,0.563,11.0,5.0,105.8,100.9,4.9,86.9,0.288,0.238,0.51,,0.461,13.1,32.3,0.226,,0.462,13.9,76.1,0.256
3.0,Miami Heat,28.0,14.0,7.0,0.667,13.0,8.0,106.4,103.4,3.0,86.3,0.379,0.244,0.542,,0.485,13.9,26.0,0.295,,0.475,13.0,75.4,0.215
4.0,Orlando Magic,27.2,2.0,4.0,0.333,3.0,3.0,102.4,100.3,2.1,86.6,0.367,0.31,0.503,,0.449,12.7,28.9,0.27,,0.465,13.1,76.6,0.205
5.0,Oklahoma City Thunder,23.8,9.0,8.0,0.529,10.0,7.0,109.5,107.5,2.0,90.8,0.393,0.25,0.548,,0.482,14.2,31.3,0.321,,0.46,11.4,74.4,0.305
6.0,Boston Celtics,29.9,5.0,4.0,0.556,5.0,4.0,105.1,103.6,1.5,89.1,0.262,0.208,0.552,,0.514,15.4,23.6,0.204,,0.466,14.2,72.1,0.276
7.0,Memphis Grizzlies,26.2,7.0,6.0,0.538,6.0,7.0,105.4,106.1,-0.7,90.0,0.335,0.144,0.512,,0.46,11.9,28.1,0.255,,0.482,14.3,72.2,0.289
8.0,Los Angeles Lakers,30.1,4.0,6.0,0.4,5.0,5.0,107.8,109.3,-1.5,86.5,0.315,0.213,0.526,,0.477,12.4,30.8,0.244,,0.524,13.7,78.8,0.245
9.0,San Antonio Spurs,29.7,2.0,4.0,0.333,2.0,4.0,102.2,105.6,-3.4,90.8,0.369,0.235,0.526,,0.471,13.8,23.6,0.281,,0.498,13.1,76.8,0.238
10.0,Atlanta Hawks,26.7,6.0,6.0,0.5,4.0,8.0,100.4,105.5,-5.1,85.9,0.289,0.184,0.505,,0.464,12.7,22.9,0.21,,0.47,12.4,70.6,0.233
11.0,Denver Nuggets,26.4,1.0,4.0,0.2,2.0,3.0,103.4,108.5,-5.1,94.2,0.468,0.239,0.525,,0.468,11.6,17.2,0.33,,0.468,12.5,70.8,0.343
12.0,Portland Trail Blazers,27.6,2.0,4.0,0.333,2.0,4.0,106.3,112.5,-6.2,83.0,0.294,0.228,0.534,,0.487,12.2,24.4,0.23,,0.507,12.5,71.5,0.253
13.0,Indiana Pacers,25.4,1.0,4.0,0.2,1.0,4.0,100.2,108.5,-8.3,90.0,0.304,0.192,0.496,,0.445,14.3,29.1,0.234,,0.461,14.8,63.2,0.291
14.0,New Orleans Hornets,26.0,2.0,4.0,0.333,2.0,4.0,104.7,113.1,-8.4,85.3,0.36,0.195,0.537,,0.488,13.4,21.2,0.267,,0.5,12.9,67.7,0.295
15.0,Philadelphia 76ers,24.6,1.0,4.0,0.2,1.0,4.0,100.7,109.3,-8.6,86.0,0.213,0.201,0.485,,0.453,10.6,23.9,0.154,,0.462,11.3,69.1,0.303
16.0,New York Knicks,26.7,0.0,4.0,0.0,1.0,3.0,99.0,108.2,-9.2,91.7,0.298,0.286,0.483,,0.435,14.0,30.7,0.223,,0.52,15.7,69.3,0.174
,League Average,27.5,,,,5.0,5.0,106.0,106.0,,87.8,0.334,0.231,0.529,,0.478,13.2,26.9,0.258,,0.478,13.2,73.1,0.258
1.0,Miami Heat,28.8,16.0,7.0,0.696,17.0,6.0,109.6,101.6,8.0,88.0,0.364,0.258,0.552,,0.505,12.8,26.1,0.271,,0.466,14.0,74.0,0.229
2.0,San Antonio Spurs,28.9,10.0,4.0,0.714,10.0,4.0,110.3,103.9,6.4,92.4,0.29,0.287,0.574,,0.541,13.8,21.8,0.212,,0.48,12.6,74.8,0.216
3.0,Oklahoma City Thunder,25.7,13.0,7.0,0.65,13.0,7.0,111.8,107.4,4.4,90.6,0.306,0.24,0.558,,0.508,11.3,23.6,0.251,,0.491,13.7,74.7,0.262
4.0,Indiana Pacers,26.4,6.0,5.0,0.545,6.0,5.0,102.4,100.9,1.5,88.0,0.289,0.225,0.507,,0.461,14.4,29.8,0.223,,0.469,13.2,75.2,0.217
5.0,Boston Celtics,30.1,11.0,9.0,0.55,11.0,9.0,100.4,99.2,1.2,87.8,0.28,0.211,0.516,,0.468,13.0,20.1,0.224,,0.464,13.4,75.1,0.203
6.0,Memphis Grizzlies,26.1,3.0,4.0,0.429,4.0,3.0,102.8,102.0,0.8,87.7,0.403,0.155,0.509,,0.449,14.7,32.6,0.3,,0.493,15.0,75.9,0.244
7.0,Denver Nuggets,26.0,3.0,4.0,0.429,4.0,3.0,107.1,106.6,0.5,90.3,0.227,0.213,0.492,,0.46,10.2,33.0,0.163,,0.461,11.0,66.7,0.186
8.0,Philadelphia 76ers,24.7,7.0,6.0,0.538,6.0,7.0,96.9,98.3,-1.4,88.5,0.312,0.168,0.482,,0.436,11.5,23.9,0.225,,0.459,14.1,76.8,0.198
9.0,Chicago Bulls,27.8,2.0,4.0,0.333,3.0,3.0,95.7,97.6,-1.9,88.1,0.229,0.157,0.475,,0.448,13.9,26.8,0.149,,0.428,9.9,78.2,0.248
10.0,Los Angeles Lakers,28.5,5.0,7.0,0.417,4.0,8.0,105.4,110.0,-4.6,89.2,0.285,0.207,0.502,,0.454,11.8,31.0,0.221,,0.474,9.7,69.7,0.2
11.0,Los Angeles Clippers,26.8,4.0,7.0,0.364,4.0,7.0,101.3,106.5,-5.2,88.9,0.315,0.217,0.53,,0.499,14.7,22.2,0.21,,0.491,14.5,71.0,0.268
12.0,Atlanta Hawks,28.1,2.0,4.0,0.333,2.0,4.0,91.8,97.1,-5.3,87.9,0.204,0.237,0.475,,0.438,15.1,22.6,0.16,,0.461,13.0,82.3,0.211
13.0,Dallas Mavericks,32.6,0.0,4.0,0.0,1.0,3.0,102.9,110.1,-7.2,90.6,0.343,0.276,0.519,,0.455,13.9,24.7,0.285,,0.52,12.8,80.5,0.265
14.0,Orlando Magic,27.8,1.0,4.0,0.2,1.0,4.0,94.8,107.0,-12.2,86.6,0.244,0.316,0.486,,0.452,14.0,22.6,0.172,,0.48,13.3,68.4,0.196
15.0,New York Knicks,27.9,1.0,4.0,0.2,1.0,4.0,95.2,111.3,-16.1,86.9,0.297,0.248,0.499,,0.451,18.1,30.1,0.226,,0.511,13.7,74.1,0.315
16.0,Utah Jazz,25.0,0.0,4.0,0.0,0.0,4.0,93.9,111.3,-17.4,91.9,0.306,0.131,0.443,,0.395,12.2,32.0,0.216,,0.533,11.6,80.7,0.213
,League Average,27.6,,,,5.0,5.0,103.6,103.6,,89.0,0.3,0.225,0.52,,0.476,13.1,25.6,0.226,,0.476,13.1,74.4,0.226
1.0,San Antonio Spurs,28.7,15.0,6.0,0.714,15.0,6.0,108.7,101.1,7.6,89.6,0.261,0.253,0.547,,0.511,12.3,23.3,0.199,,0.475,12.8,73.8,0.162
2.0,Miami Heat,30.1,16.0,7.0,0.696,17.0,6.0,110.2,102.9,7.3,87.3,0.303,0.264,0.559,,0.518,13.1,25.2,0.232,,0.48,15.6,71.1,0.237
3.0,New York Knicks,29.6,6.0,6.0,0.5,7.0,5.0,101.4,98.3,3.1,86.6,0.222,0.288,0.498,,0.46,11.5,24.2,0.174,,0.47,17.1,76.5,0.276
4.0,Brooklyn Nets,28.5,3.0,4.0,0.429,4.0,3.0,107.8,105.6,2.2,88.3,0.304,0.232,0.524,,0.479,10.9,27.4,0.23,,0.497,12.4,74.0,0.171
5.0,Oklahoma City Thunder,26.9,5.0,6.0,0.455,6.0,5.0,105.1,103.7,1.4,92.8,0.295,0.303,0.534,,0.479,12.9,23.0,0.247,,0.468,12.5,76.0,0.254
6.0,Memphis Grizzlies,27.9,8.0,7.0,0.533,8.0,7.0,105.0,104.3,0.7,88.4,0.357,0.182,0.502,,0.447,10.2,27.2,0.267,,0.493,13.8,77.5,0.219
7.0,Golden State Warriors,24.6,6.0,6.0,0.5,6.0,6.0,106.4,106.2,0.2,94.0,0.258,0.265,0.546,,0.513,14.9,27.5,0.19,,0.483,11.9,75.0,0.234
8.0,Indiana Pacers,25.6,11.0,8.0,0.579,10.0,9.0,104.5,104.4,0.1,87.3,0.384,0.258,0.528,,0.475,15.9,32.4,0.284,,0.473,11.4,76.8,0.222
9.0,Denver Nuggets,26.4,2.0,4.0,0.333,2.0,4.0,105.9,110.2,-4.3,97.2,0.35,0.265,0.526,,0.479,12.9,26.3,0.255,,0.554,17.0,72.9,0.209
10.0,Atlanta Hawks,27.3,2.0,4.0,0.333,2.0,4.0,98.0,103.6,-5.6,91.2,0.338,0.241,0.503,,0.462,12.0,18.6,0.231,,0.455,14.4,70.0,0.284
11.0,Boston Celtics,29.7,2.0,4.0,0.333,2.0,4.0,92.9,98.9,-6.0,87.1,0.312,0.3,0.525,,0.463,18.1,14.0,0.268,,0.462,12.7,76.3,0.17
12.0,Houston Rockets,25.4,2.0,4.0,0.333,2.0,4.0,105.3,111.4,-6.1,95.0,0.342,0.416,0.537,,0.496,14.5,24.8,0.243,,0.511,12.0,77.2,0.258
13.0,Los Angeles Clippers,29.1,2.0,4.0,0.333,2.0,4.0,107.5,113.8,-6.3,88.0,0.314,0.254,0.552,,0.506,13.5,24.3,0.246,,0.486,10.2,73.3,0.344
14.0,Chicago Bulls,27.5,5.0,7.0,0.417,3.0,9.0,102.5,110.0,-7.5,87.4,0.287,0.213,0.511,,0.472,13.7,28.4,0.206,,0.501,11.9,74.5,0.255
15.0,Milwaukee Bucks,26.1,0.0,4.0,0.0,0.0,4.0,94.0,110.3,-16.3,90.7,0.264,0.3,0.498,,0.472,15.9,21.1,0.166,,0.544,16.5,70.7,0.255
16.0,Los Angeles Lakers,29.2,0.0,4.0,0.0,0.0,4.0,92.5,112.9,-20.4,92.1,0.237,0.237,0.495,,0.474,16.1,20.2,0.144,,0.527,9.8,78.3,0.185
,League Average,27.8,,,,5.0,5.0,104.8,104.8,,89.5,0.303,0.259,0.529,,0.486,13.3,25.4,0.227,,0.486,13.3,74.6,0.227
1.0,San Antonio Spurs,29.6,16.0,7.0,0.696,18.0,5.0,114.2,104.2,10.0,92.7,0.291,0.267,0.583,,0.546,12.1,23.6,0.223,,0.492,13.4,77.2,0.197
2.0,Los Angeles Clippers,28.2,6.0,7.0,0.462,7.0,6.0,113.3,111.3,2.0,96.0,0.334,0.302,0.555,,0.515,11.4,26.2,0.244,,0.521,14.9,70.4,0.272
3.0,Miami Heat,31.1,13.0,7.0,0.65,11.0,9.0,112.8,110.8,2.0,86.2,0.305,0.326,0.594,,0.555,12.9,17.1,0.238,,0.539,14.2,75.3,0.22
4.0,Washington Wizards,26.8,6.0,5.0,0.545,6.0,5.0,102.0,100.9,1.1,87.8,0.285,0.211,0.504,,0.468,12.5,27.9,0.198,,0.471,12.7,79.7,0.227
5.0,Houston Rockets,25.2,2.0,4.0,0.333,3.0,3.0,114.8,114.4,0.4,92.7,0.325,0.28,0.534,,0.49,11.7,35.3,0.242,,0.507,10.6,72.8,0.258
6.0,Atlanta Hawks,27.9,3.0,4.0,0.429,3.0,4.0,101.9,103.0,-1.1,90.7,0.316,0.417,0.515,,0.456,13.1,20.4,0.261,,0.5,14.6,76.2,0.22
7.0,Indiana Pacers,27.1,10.0,9.0,0.526,9.0,10.0,103.7,104.8,-1.1,88.3,0.314,0.258,0.54,,0.5,13.8,21.1,0.228,,0.493,13.6,77.0,0.218
8.0,Oklahoma City Thunder,26.6,10.0,9.0,0.526,9.0,10.0,108.1,109.2,-1.1,92.3,0.327,0.287,0.551,,0.496,14.0,27.1,0.268,,0.485,10.5,74.2,0.212
9.0,Brooklyn Nets,30.7,5.0,7.0,0.417,5.0,7.0,110.5,112.0,-1.5,86.4,0.33,0.302,0.555,,0.514,12.5,25.1,0.243,,0.516,13.3,77.0,0.306
10.0,Toronto Raptors,25.2,3.0,4.0,0.429,3.0,4.0,108.2,110.0,-1.8,88.8,0.391,0.283,0.553,,0.486,15.0,26.8,0.326,,0.506,11.8,77.0,0.291
11.0,Dallas Mavericks,31.3,3.0,4.0,0.429,3.0,4.0,110.0,112.1,-2.1,92.0,0.217,0.259,0.532,,0.5,10.7,26.4,0.166,,0.542,13.4,76.6,0.245
12.0,Golden State Warriors,26.2,3.0,4.0,0.429,3.0,4.0,110.2,114.8,-4.6,96.6,0.335,0.316,0.558,,0.518,15.3,30.8,0.244,,0.529,12.9,72.1,0.29
13.0,Chicago Bulls,28.6,1.0,4.0,0.2,2.0,3.0,103.0,108.3,-5.3,85.6,0.29,0.244,0.508,,0.463,13.0,27.9,0.219,,0.479,10.2,72.2,0.225
14.0,Memphis Grizzlies,29.7,3.0,4.0,0.429,2.0,5.0,102.8,108.5,-5.7,88.8,0.293,0.173,0.486,,0.442,10.1,27.0,0.214,,0.483,14.1,69.0,0.263
15.0,Portland Trail Blazers,25.8,5.0,6.0,0.455,3.0,8.0,107.2,113.6,-6.4,94.6,0.281,0.26,0.529,,0.482,12.3,26.1,0.224,,0.508,10.4,70.6,0.208
16.0,Charlotte Hornets,25.5,0.0,4.0,0.0,1.0,3.0,101.5,112.3,-10.8,90.6,0.312,0.282,0.537,,0.5,14.9,20.8,0.223,,0.539,10.7,85.7,0.26
,League Average,28.2,,,,6.0,6.0,108.7,108.7,,90.6,0.308,0.279,0.548,,0.505,12.8,24.9,0.235,,0.505,12.8,75.1,0.235
1.0,Golden State Warriors,26.4,16.0,5.0,0.762,16.0,5.0,108.7,100.5,8.2,93.7,0.263,0.362,0.55,,0.521,13.5,26.2,0.184,,0.458,13.1,75.3,0.228
2.0,Cleveland Cavaliers,26.6,14.0,6.0,0.7,13.0,7.0,107.4,103.1,4.3,90.7,0.325,0.347,0.524,,0.479,12.0,28.1,0.24,,0.467,11.1,77.5,0.209
3.0,Washington Wizards,27.5,6.0,4.0,0.6,6.0,4.0,105.8,101.7,4.1,94.6,0.28,0.276,0.533,,0.497,13.3,26.8,0.202,,0.47,12.2,77.2,0.177
4.0,Chicago Bulls,28.7,6.0,6.0,0.5,7.0,5.0,104.4,100.7,3.7,90.4,0.257,0.294,0.515,,0.474,13.1,26.8,0.199,,0.452,11.8,74.3,0.198
5.0,Los Angeles Clippers,28.8,7.0,7.0,0.5,8.0,6.0,108.4,107.1,1.3,98.7,0.361,0.3,0.548,,0.515,11.8,21.3,0.241,,0.505,12.5,75.0,0.25
6.0,San Antonio Spurs,30.3,3.0,4.0,0.429,4.0,3.0,107.8,107.3,0.5,94.5,0.298,0.307,0.536,,0.505,11.2,24.8,0.203,,0.509,11.5,78.6,0.224
7.0,Atlanta Hawks,27.7,8.0,8.0,0.5,8.0,8.0,103.4,103.6,-0.2,93.5,0.227,0.335,0.521,,0.484,11.9,21.6,0.178,,0.486,12.9,74.7,0.184
8.0,Memphis Grizzlies,30.3,6.0,5.0,0.545,5.0,6.0,103.0,104.4,-1.4,91.9,0.27,0.166,0.503,,0.451,10.5,23.7,0.225,,0.501,14.1,77.2,0.192
9.0,Houston Rockets,28.8,9.0,8.0,0.529,7.0,10.0,106.6,109.0,-2.4,101.5,0.44,0.33,0.544,,0.505,13.5,23.8,0.288,,0.514,12.5,74.4,0.21
10.0,Dallas Mavericks,30.4,1.0,4.0,0.2,2.0,3.0,107.9,112.0,-4.1,101.9,0.274,0.265,0.534,,0.493,12.1,28.1,0.209,,0.52,12.4,75.1,0.291
11.0,Brooklyn Nets,28.6,2.0,4.0,0.333,2.0,4.0,100.8,106.5,-5.7,94.0,0.251,0.289,0.522,,0.486,13.4,21.0,0.186,,0.505,12.3,77.8,0.161
12.0,Portland Trail Blazers,25.9,1.0,4.0,0.2,1.0,4.0,101.9,109.3,-7.4,92.0,0.258,0.313,0.504,,0.455,11.1,22.2,0.213,,0.465,7.9,78.1,0.254
13.0,New Orleans Pelicans,25.1,0.0,4.0,0.0,1.0,3.0,106.8,115.2,-8.4,92.0,0.264,0.252,0.536,,0.491,12.6,24.9,0.214,,0.516,11.0,69.1,0.211
14.0,Boston Celtics,24.6,0.0,4.0,0.0,1.0,3.0,101.5,111.5,-10.0,93.3,0.308,0.26,0.504,,0.453,12.6,22.2,0.239,,0.498,11.8,71.9,0.303
15.0,Milwaukee Bucks,24.8,2.0,4.0,0.333,1.0,5.0,91.8,104.6,-12.8,93.1,0.236,0.206,0.455,,0.419,11.9,23.9,0.166,,0.504,15.7,73.5,0.2
16.0,Toronto Raptors,25.9,0.0,4.0,0.0,1.0,3.0,99.3,113.7,-14.4,94.5,0.241,0.283,0.493,,0.459,10.9,19.0,0.173,,0.547,13.3,73.0,0.25
,League Average,27.7,,,,5.0,5.0,105.3,105.3,,94.4,0.296,0.302,0.526,,0.487,12.4,24.5,0.214,,0.487,12.4,75.5,0.214
1.0,San Antonio Spurs,30.7,6.0,4.0,0.6,8.0,2.0,111.0,101.1,9.9,91.9,0.248,0.232,0.557,,0.519,11.2,20.3,0.199,,0.467,14.2,71.7,0.208
2.0,Cleveland Cavaliers,28.0,16.0,5.0,0.762,16.0,5.0,115.5,106.0,9.5,90.7,0.267,0.37,0.573,,0.544,12.0,26.8,0.193,,0.51,12.8,79.0,0.189
3.0,Oklahoma City Thunder,25.6,11.0,7.0,0.611,12.0,6.0,111.8,106.2,5.6,95.2,0.326,0.295,0.551,,0.501,12.6,29.6,0.256,,0.499,11.5,78.7,0.191
4.0,Golden State Warriors,27.4,15.0,9.0,0.625,15.0,9.0,110.5,106.1,4.4,97.0,0.272,0.379,0.562,,0.529,12.7,23.9,0.2,,0.481,13.1,72.4,0.226
5.0,Miami Heat,28.7,7.0,7.0,0.5,9.0,5.0,105.1,101.7,3.4,90.2,0.264,0.238,0.539,,0.5,12.8,23.0,0.202,,0.451,10.4,80.5,0.241
