Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Tariq Abdul-Wahad,SG,28,DAL,14,0,204,27,58,0.466,0,1,0,27,57,0.474,0.466,3,6,0.5,14,26,40,21,6,3,7,26,57,abdulta01
2,Shareef Abdur-Rahim,PF,26,ATL,81,81,3087,566,1183,0.478,21,60,0.35,545,1123,0.485,0.487,455,541,0.841,175,502,677,242,87,38,212,240,1608,abdursh01
3,Courtney Alexander,PG,25,NOH,66,7,1360,193,505,0.382,19,57,0.333,174,448,0.388,0.401,118,146,0.808,39,79,118,79,31,6,68,125,523,alexaco02
4,Malik Allen,PF,24,MIA,80,73,2318,335,790,0.424,0,4,0,335,786,0.426,0.424,97,121,0.802,134,291,425,54,37,78,128,234,767,allenma01
5,Ray Allen*,SG,27,TOT,76,75,2880,598,1363,0.439,201,533,0.377,397,830,0.478,0.512,316,345,0.916,94,287,381,334,103,14,198,220,1713,allenra02
5,Ray Allen*,SG,27,MIL,47,46,1683,351,803,0.437,123,311,0.395,228,492,0.463,0.514,178,195,0.913,45,173,218,164,57,11,117,149,1003,allenra02
5,Ray Allen*,SG,27,SEA,29,29,1197,247,560,0.441,78,222,0.351,169,338,0.5,0.511,138,150,0.92,49,114,163,170,46,3,81,71,710,allenra02
6,Rafer Alston,PG,26,TOR,47,4,980,139,335,0.415,51,130,0.392,88,205,0.429,0.491,37,54,0.685,21,86,107,192,38,15,86,120,366,alstora01
7,John Amaechi,C,32,UTA,50,1,474,37,118,0.314,0,0,,37,118,0.314,0.314,25,52,0.481,26,51,77,21,14,7,34,50,99,amaecjo01
8,Chris Andersen,C,24,DEN,59,3,907,114,285,0.4,0,1,0,114,284,0.401,0.4,77,140,0.55,109,165,274,32,30,60,60,90,305,anderch01
9,Derek Anderson,PG,28,POR,76,76,2556,355,832,0.427,116,331,0.35,239,501,0.477,0.496,231,269,0.859,53,211,264,325,90,16,128,141,1057,anderde01
10,Kenny Anderson,PG,32,TOT,61,2,1135,163,382,0.427,1,7,0.143,162,375,0.432,0.428,45,57,0.789,31,101,132,198,58,5,75,106,372,anderke01
10,Kenny Anderson,PG,32,SEA,38,1,689,102,232,0.44,0,5,0,102,227,0.449,0.44,29,35,0.829,17,70,87,121,40,1,33,63,233,anderke01
10,Kenny Anderson,PG,32,NOH,23,1,446,61,150,0.407,1,2,0.5,60,148,0.405,0.41,16,22,0.727,14,31,45,77,18,4,42,43,139,anderke01
11,Shandon Anderson,SF,29,NYK,82,9,1731,248,537,0.462,52,140,0.371,196,397,0.494,0.51,139,190,0.732,64,190,254,87,73,20,114,177,687,andersh01
12,Robert Archibald,PF,22,MEM,12,0,72,6,20,0.3,0,0,,6,20,0.3,0.3,7,18,0.389,6,11,17,3,0,3,7,9,19,archiro01
13,Gilbert Arenas,PG,21,GSW,82,82,2866,509,1180,0.431,109,313,0.348,400,867,0.461,0.478,370,468,0.791,97,289,386,514,124,17,290,260,1497,arenagi01
14,Brandon Armstrong,SG,22,NJN,17,0,69,9,27,0.333,1,6,0.167,8,21,0.381,0.352,5,6,0.833,0,4,4,2,3,1,5,8,24,armstbr01
15,Darrell Armstrong,PG,34,ORL,82,23,2350,263,643,0.409,78,232,0.336,185,411,0.45,0.47,165,188,0.878,91,204,295,323,135,13,160,167,769,armstda01
16,Carlos Arroyo,PG,23,UTA,44,0,287,50,109,0.459,3,7,0.429,47,102,0.461,0.472,18,22,0.818,11,15,26,53,12,1,30,28,121,arroyca01
17,Chucky Atkins,PG,28,DET,65,7,1398,168,465,0.361,86,242,0.355,82,223,0.368,0.454,40,49,0.816,21,75,96,175,27,4,77,108,462,atkinch01
18,Stacey Augmon,SG,34,NOH,70,3,862,79,192,0.411,0,7,0,79,185,0.427,0.411,54,72,0.75,26,93,119,69,27,9,40,80,212,augmost01
19,Dalibor Bagarić,C,22,CHI,10,0,76,8,26,0.308,0,0,,8,26,0.308,0.308,3,4,0.75,7,13,20,4,3,3,5,11,19,bagarda01
20,Vin Baker,C,31,BOS,52,9,942,99,207,0.478,0,4,0,99,203,0.488,0.478,72,107,0.673,90,108,198,29,22,30,61,146,270,bakervi01
21,Brent Barry,SG,31,SEA,75,68,2480,264,577,0.458,118,293,0.403,146,284,0.514,0.56,128,161,0.795,48,253,301,384,113,15,142,199,774,barrybr01
